species_id,n_p_genes,n_m_genes,total_pairs,n_same_contig,pct_same_contig,median_dist,min_dist,mean_dist
s__Myxococcus_eversor--RS_GCF_010894455.1,3,2,6,0,0.0,,,
s__Myxococcus_fallax--RS_GCF_012933655.1,3,2,6,0,0.0,,,
s__Myxococcus_llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis--RS_GCF_006636215.1,3,4,12,0,0.0,,,
s__Myxococcus_macrosporus--RS_GCF_002305895.1,5,3,15,15,100.0,2836.0,1464.0,2884.1
s__Myxococcus_sp010998615--RS_GCF_010998615.1,5,4,20,0,0.0,,,
s__Myxococcus_vastator--RS_GCF_010894475.1,5,2,10,0,0.0,,,
s__Myxococcus_xanthus--RS_GCF_900106535.1,5,4,20,0,0.0,,,
s__Myxococcus_xanthus_A--RS_GCF_006402735.1,5,4,20,20,100.0,1539.5,1401.0,2276.0
s__Myxococcus_xanthus_B--RS_GCF_013116825.1,5,4,20,0,0.0,,,
s__N075bin58_sp022562085--GB_GCA_022562085.1,1,2,2,0,0.0,,,
s__NBLH01_sp016937695--GB_GCA_016937695.1,1,2,2,0,0.0,,,
s__NIES-981_sp007135755--GB_GCA_007135755.1,6,2,12,0,0.0,,,
s__NORP240_sp024234395--GB_GCA_024234395.1,3,2,6,0,0.0,,,
s__NP-4_sp005882295--GB_GCA_005882295.1,3,1,3,0,0.0,,,
s__NS-7_sp020028195--GB_GCA_020028195.1,2,1,2,0,0.0,,,
s__Naasia_sp913778905--GB_GCA_913778905.1,5,2,10,3,30.0,73.0,72.0,75.0
s__Nannocystis_exedens--RS_GCF_002343915.1,1,4,4,3,75.0,2399.0,1285.0,2066.0
s__Natrarchaeobaculum_sulfurireducens--RS_GCF_003430825.1,6,11,66,60,90.9,1063.0,6.0,1309.1
s__Natrarchaeobius_swarupiae--RS_GCF_008245225.1,8,9,72,0,0.0,,,
s__Natronococcus_jeotgali--RS_GCF_000337695.1,2,15,30,2,6.7,14.0,4.0,14.0
s__Natronococcus_sp003559215--GB_GCA_003559215.1,6,10,60,0,0.0,,,
s__Natronomonas_sp007122455--GB_GCA_007122455.1,3,7,21,1,4.8,7.0,7.0,7.0
s__Natronoplasma_halalkaliphilum--GB_GCA_003551675.1,1,5,5,0,0.0,,,
s__Natronoplasma_sp018334835--GB_GCA_018334835.1,1,6,6,0,0.0,,,
s__Natronorubrum_tibetense--RS_GCF_000383975.1,4,12,48,48,100.0,917.0,59.0,898.7
s__Natronospira_sp003558125--GB_GCA_003558125.1,4,1,4,0,0.0,,,
s__Neobacillus_drentensis--RS_GCF_001591445.1,7,4,28,0,0.0,,,
s__Neobacillus_mesonae--RS_GCF_001636315.1,4,2,8,8,100.0,1874.0,60.0,1874.0
s__Neobacillus_novalis--RS_GCF_001591805.1,8,4,32,0,0.0,,,
s__Neobacillus_sp002585305--RS_GCF_002585305.1,12,4,48,0,0.0,,,
s__Neobacillus_sp011250555--RS_GCF_011250555.1,6,5,30,4,13.3,104.5,103.0,104.5
s__Neobacillus_sp018343535--RS_GCF_018343535.1,11,6,66,6,9.1,45.5,43.0,114.8
s__Neobacillus_sp900177675--RS_GCF_900177675.1,6,5,30,24,80.0,1355.5,499.0,1975.4
s__Neobacillus_thermocopriae--RS_GCF_010975035.1,3,3,9,0,0.0,,,
s__Neobacillus_vireti--RS_GCF_001026695.1,8,5,40,4,10.0,43.5,42.0,43.5
s__Neomicrococcus_aestuarii--RS_GCF_014201135.1,4,3,12,12,100.0,205.5,49.0,260.8
s__Neorhizobium_huautlense--RS_GCF_002968575.1,7,2,14,0,0.0,,,
s__Neorhizobium_petrolearium--RS_GCF_017873175.1,12,3,36,0,0.0,,,
s__Neorhizobium_soli--RS_GCF_001423425.1,8,1,8,7,87.5,804.0,543.0,693.4
s__Neorhizobium_sp002431175--RS_GCF_007829835.1,10,2,20,0,0.0,,,
s__Neorhizobium_sp900469445--GB_GCA_900469445.1,7,2,14,0,0.0,,,
s__Neorhizobium_sp900471605--GB_GCA_900471605.1,8,5,40,0,0.0,,,
s__Neorhizobium_tomejilense--GB_GCA_002968845.1,8,6,48,4,8.3,23.5,3.0,18.8
s__Neorhizobium_wenxiniae--RS_GCF_014201355.1,7,3,21,14,66.7,790.5,500.0,704.5
s__Neptunomonas_antarctica--RS_GCF_001305295.1,11,3,33,4,12.1,73.5,72.0,73.5
s__Nesterenkonia_alkaliphila--RS_GCF_009758175.1,10,2,20,0,0.0,,,
s__Nesterenkonia_aurantiaca--RS_GCF_004364585.1,9,1,9,7,77.8,157.0,87.0,128.3
s__Nesterenkonia_sp022565915--RS_GCF_022565915.1,4,2,8,0,0.0,,,
s__Niastella_koreensis--RS_GCF_000246855.1,2,4,8,8,100.0,2011.5,54.0,2085.5
s__Nitratireductor_D_alexandrii--RS_GCF_004000215.1,9,3,27,7,25.9,379.0,51.0,239.7
s__Nitrobacter_sp000152905--RS_GCF_000152905.1,4,2,8,0,0.0,,,
s__Nitrogeniibacter_aestuarii--RS_GCF_017309585.1,7,1,7,7,100.0,354.0,198.0,524.0
s__Nitrogeniibacter_sp024235675--GB_GCA_024235675.1,5,2,10,0,0.0,,,
s__Nitrosarchaeum_koreense--RS_GCF_000220175.1,1,2,2,2,100.0,740.5,231.0,740.5
s__Nitrosocosmicus_sp008389435--RS_GCF_008389435.1,2,4,8,0,0.0,,,
s__Nitrosocosmicus_sp016782225--GB_GCA_016782225.1,2,4,8,0,0.0,,,
s__Nitrosocosmicus_sp016782315--GB_GCA_016782315.1,1,5,5,0,0.0,,,
s__Nitrosomonas_sp017879645--GB_GCA_017879645.1,3,2,6,0,0.0,,,
s__Nitrosomonas_sp019635215--GB_GCA_019635215.1,7,4,28,4,14.3,61.5,60.0,61.5
s__Nitrosomonas_sp024235755--GB_GCA_024235755.1,5,2,10,0,0.0,,,
s__Nitrosomonas_sp024235795--GB_GCA_024235795.1,9,3,27,0,0.0,,,
s__Nitrosomonas_sp024282035--GB_GCA_024282035.1,6,3,18,0,0.0,,,
s__Nitrosomonas_sp902826055--GB_GCA_902826055.1,10,2,20,0,0.0,,,
s__Nitrosomonas_ureae--RS_GCF_001455205.1,10,3,30,30,100.0,571.5,55.0,821.4
s__Nitrosopolaris_nunavutensis--GB_GCA_002501855.1,3,5,15,0,0.0,,,
s__Nitrosopolaris_sp009898475--RS_GCF_009898475.1,1,1,1,0,0.0,,,
s__Nitrosopumilus_sp022823825--GB_GCA_022823825.1,1,2,2,0,0.0,,,
s__Nitrososphaera_viennensis--RS_GCF_000698785.1,1,9,9,9,100.0,798.0,136.0,931.8
s__Nitrosospira_briensis--RS_GCF_000619905.2,5,2,10,10,100.0,569.0,258.0,647.9
s__Nitrosospira_multiformis_B--RS_GCF_900111585.1,4,3,12,2,16.7,76.5,57.0,76.5
s__Nitrosotalea_sp013288545--GB_GCA_013288545.1,2,3,6,0,0.0,,,
s__Nitrosothermus_koennekii--GB_GCA_013538715.1,1,2,2,2,100.0,123.0,123.0,123.0
s__Nitrospira_A_defluvii_A--GB_GCA_000196815.1,3,2,6,6,100.0,1702.0,1616.0,1702.0
s__Nitrospira_A_sp009594855--GB_GCA_016788885.1,5,2,10,0,0.0,,,
s__Nitrospira_A_sp014055465--GB_GCA_014055465.1,3,2,6,0,0.0,,,
s__Nitrospira_A_sp900696505--GB_GCA_900696505.1,6,1,6,0,0.0,,,
s__Nitrospira_F_nitrosa--RS_GCF_001458735.1,6,2,12,10,83.3,318.5,176.0,544.9
s__Nitrospira_F_sp001464735--GB_GCA_001464735.1,3,2,6,3,50.0,86.0,85.0,86.0
s__Nitrospira_F_sp002083565--GB_GCA_002083565.1,5,1,5,0,0.0,,,
s__Nitrospira_F_sp002254365--GB_GCA_002254365.1,6,2,12,0,0.0,,,
s__Nitrospira_F_sp002420115--GB_GCA_002420115.1,2,2,4,0,0.0,,,
s__Nitrospira_F_sp015904075--GB_GCA_015904075.1,2,4,8,0,0.0,,,
s__Nitrospira_F_sp019636875--GB_GCA_019636875.1,3,2,6,0,0.0,,,
s__Nitrospira_F_sp902500705--GB_GCA_902500705.1,4,3,12,0,0.0,,,
s__Nitrospira_F_sp902500745--GB_GCA_902500745.1,3,1,3,0,0.0,,,
s__Nocardia_alba--RS_GCF_001612665.1,6,2,12,0,0.0,,,
s__Nocardia_aobensis--RS_GCF_000308375.1,4,4,16,0,0.0,,,
s__Nocardia_aurea--RS_GCF_003123685.1,5,5,25,0,0.0,,,
s__Nocardia_coubleae--RS_GCF_001612805.1,7,2,14,0,0.0,,,
s__Nocardia_cyriacigeorgica_D--RS_GCF_010868145.1,4,2,8,0,0.0,,,
s__Nocardia_flavorosea--RS_GCF_001613385.1,6,2,12,0,0.0,,,
s__Nocardia_gamkensis--RS_GCF_001612985.1,4,2,8,0,0.0,,,
s__Nocardia_jiangxiensis--RS_GCF_000308615.1,4,2,8,0,0.0,,,
s__Nocardia_jinanensis--RS_GCF_014645735.1,6,2,12,0,0.0,,,
s__Nocardia_ninae--RS_GCF_007990755.1,4,7,28,0,0.0,,,
s__Nocardia_rhamnosiphila--RS_GCF_000720425.1,6,3,18,0,0.0,,,
s__Nocardia_rosealba--RS_GCF_020216065.1,4,2,8,0,0.0,,,
s__Nocardia_sp013361595--GB_GCA_013361595.1,6,2,12,0,0.0,,,
s__Nocardia_speluncae--RS_GCF_001613245.1,6,3,18,0,0.0,,,
s__Nocardia_suismassiliense--RS_GCF_900269665.1,4,5,20,20,100.0,3244.0,55.0,3530.8
s__Nocardia_uniformis--RS_GCF_001613345.1,4,3,12,0,0.0,,,
s__Nocardioides_allogilvus--RS_GCF_003047285.1,9,5,45,0,0.0,,,
s__Nocardioides_aromaticivorans--RS_GCF_013408525.1,8,2,16,16,100.0,1611.0,4.0,1687.1
s__Nocardioides_deserti--RS_GCF_014266025.1,7,3,21,3,14.3,19.0,18.0,19.0
s__Nocardioides_dongxiaopingii--RS_GCF_005954645.2,6,2,12,12,100.0,1235.5,130.0,1301.0
s__Nocardioides_ganghwensis--RS_GCF_014779655.1,3,4,12,0,0.0,,,
s__Nocardioides_kongjuensis--RS_GCF_013409625.1,7,2,14,14,100.0,1245.5,734.0,1374.6
s__Nocardioides_kribbensis--RS_GCF_015070375.1,7,3,21,1,4.8,3.0,3.0,3.0
s__Nocardioides_lijunqiniae--RS_GCF_015024225.1,7,2,14,4,28.6,4.5,3.0,4.5
s__Nocardioides_sp001425025--RS_GCF_001425025.1,4,5,20,4,20.0,424.5,423.0,424.5
s__Nocardioides_sp001425175--RS_GCF_001425175.1,10,3,30,9,30.0,259.0,243.0,424.3
s__Nocardioides_sp001426745--RS_GCF_001426745.1,5,2,10,5,50.0,6.0,4.0,118.6
s__Nocardioides_sp001427795--RS_GCF_001427795.1,3,2,6,3,50.0,9.0,8.0,9.0
s__Nocardioides_sp001428825--RS_GCF_001428825.1,10,2,20,4,20.0,4.5,3.0,4.5
s__Nocardioides_sp002117935--RS_GCF_002117935.1,7,4,28,4,14.3,4.5,3.0,4.5
s__Nocardioides_sp013624415--RS_GCF_013624435.2,5,2,10,10,100.0,715.5,4.0,715.5
s__Nocardioides_sp013815725--RS_GCF_023208195.1,9,3,27,27,100.0,2123.0,175.0,1734.6
s__Nocardioides_sp017916455--RS_GCF_017916455.1,4,2,8,4,50.0,327.5,326.0,327.5
s__Nocardioides_sp020636915--GB_GCA_020636915.1,5,4,20,0,0.0,,,
s__Nocardioides_sp023656415--RS_GCF_023656415.1,4,2,8,4,50.0,4.5,3.0,4.5
s__Nocardioides_terrigena--RS_GCF_003047265.1,3,2,6,0,0.0,,,
s__Nocardiopsis_A_halophila--RS_GCF_000341245.1,5,2,10,0,0.0,,,
s__Nocardiopsis_C_gilva--RS_GCF_002263495.1,5,1,5,5,100.0,4500.0,2600.0,4120.4
s__Nocardiopsis_alborubida--RS_GCF_012396365.1,8,2,16,3,18.8,41.0,40.0,41.0
s__Nocardiopsis_sinuspersici--GB_GCA_008638415.1,8,3,24,0,0.0,,,
s__Nocardiopsis_sp018316655--GB_GCA_018316655.1,8,4,32,32,100.0,2745.5,351.0,3614.3
s__Nodosilinea_sp007135385--GB_GCA_007135385.1,1,3,3,0,0.0,,,
s__Nodosilinea_tenuis--RS_GCF_014696675.1,11,3,33,4,12.1,145.5,116.0,138.5
s__Nodularia_sp015207155--GB_GCA_015207155.1,18,3,54,0,0.0,,,
s__Nonomuraea_coxensis--RS_GCF_019397265.1,4,6,24,24,100.0,3218.5,1391.0,4156.0
s__Nonomuraea_deserti--RS_GCF_004348685.1,5,5,25,0,0.0,,,
s__Nonomuraea_glycinis--RS_GCF_014646515.1,6,5,30,3,10.0,512.0,511.0,512.0
s__Nonomuraea_harbinensis--RS_GCF_019396385.1,3,4,12,0,0.0,,,
s__Nonomuraea_longispora--RS_GCF_004348345.1,4,3,12,0,0.0,,,
s__Nordella_sp003574785--GB_GCA_003574785.1,10,4,40,1,2.5,262.0,262.0,262.0
s__Nostoc_indistinguendum--GB_GCA_019359215.1,14,3,42,0,0.0,,,
s__Nostoc_sphaeroides--RS_GCF_003443655.1,16,3,48,48,100.0,1407.0,96.0,1936.2
s__Novibacillus_thermophilus--RS_GCF_002005165.1,8,2,16,16,100.0,857.5,297.0,1043.4
s__Noviherbaspirillum_sp004804275--RS_GCF_004804275.1,10,7,70,5,7.1,154.0,152.0,156.2
s__Novosphingobium_meiothermophilum--RS_GCF_003171715.1,3,1,3,0,0.0,,,
s__Novosphingobium_pentaromativorans--RS_GCF_000767465.1,3,3,9,9,100.0,1763.0,1333.0,1627.7
s__Novosphingobium_percolationis--RS_GCF_020179425.1,3,2,6,0,0.0,,,
s__Novosphingobium_profundi_A--RS_GCF_020524485.1,3,1,3,0,0.0,,,
s__Novosphingobium_resinovorum--RS_GCF_001742225.1,8,6,48,4,8.3,373.5,372.0,373.5
s__Novosphingobium_sp013822005--GB_GCA_013822005.1,3,2,6,0,0.0,,,
s__Novosphingobium_sp024236175--GB_GCA_024236175.1,4,1,4,0,0.0,,,
s__Novosphingobium_sp024236215--GB_GCA_024236215.1,3,2,6,0,0.0,,,
s__Novosphingopyxis_iocasae--RS_GCF_014334095.1,5,1,5,5,100.0,900.0,484.0,817.2
s__OLB14_sp020634885--GB_GCA_020634885.1,8,2,16,0,0.0,,,
s__OLB14_sp020634895--GB_GCA_020634895.1,7,2,14,0,0.0,,,
s__OLB17_sp001464455--GB_GCA_001464455.1,3,2,6,0,0.0,,,
s__OLB17_sp001464665--GB_GCA_001464665.1,4,3,12,0,0.0,,,
s__Oceanidesulfovibrio_marinus--RS_GCF_013085545.1,18,2,36,36,100.0,1500.5,245.0,1530.9
s__Oceanisphaera_arctica--RS_GCF_002936955.1,7,3,21,0,0.0,,,
s__Oceanisphaera_sp012518835--GB_GCA_012518835.1,3,1,3,0,0.0,,,
s__Oceanobacillus_alkalisoli--RS_GCF_021556485.1,10,2,20,0,0.0,,,
s__Ochrobactrum_B_sp900465685--GB_GCA_900465685.1,9,3,27,5,18.5,259.0,65.0,220.6
s__Ochrobactrum_sp900470195--GB_GCA_900470195.1,12,3,36,0,0.0,,,
s__Oerskovia_enterophila--RS_GCF_001692445.1,8,4,32,0,0.0,,,
s__Oerskovia_turbata--RS_GCF_000718325.1,8,4,32,7,21.9,63.0,59.0,62.6
s__Oharaeibacter_diazotrophicus--RS_GCF_004362745.1,7,1,7,0,0.0,,,
s__Olegusella_sp002407925--GB_GCA_002407925.1,4,1,4,0,0.0,,,
s__Oleiagrimonas_soli--RS_GCF_000761445.1,4,2,8,8,100.0,989.0,699.0,989.0
s__Oliverpabstia_sp009929525--GB_GCA_009929525.1,4,4,16,0,0.0,,,
s__Orenia_marismortui--RS_GCF_000379025.1,5,2,10,0,0.0,,,
s__Ornithinicoccus_sp023923205--RS_GCF_023923205.1,7,2,14,14,100.0,1212.5,176.0,1212.5
s__Ornithinimicrobium_cerasi--RS_GCF_003702705.1,7,3,21,0,0.0,,,
s__Ornithinimicrobium_sp001942405--RS_GCF_001942405.1,4,2,8,4,50.0,76.5,75.0,76.5
s__Oryzomicrobium_terrae--RS_GCF_008274805.1,8,4,32,32,100.0,846.5,150.0,1007.3
s__Oryzomonas_japonica--RS_GCF_008802365.1,4,2,8,0,0.0,,,
s__Ottowia_sp024235955--GB_GCA_024235955.1,4,3,12,4,33.3,726.5,725.0,726.5
s__Oxynema_aestuarii--RS_GCF_012295525.1,14,3,42,42,100.0,2354.0,52.0,1953.5
s__PALSA-1003_sp005883655--GB_GCA_005883655.1,4,1,4,0,0.0,,,
s__PALSA-1003_sp005888955--GB_GCA_005888955.1,2,1,2,0,0.0,,,
s__PALSA-986_sp009787175--GB_GCA_009787175.1,2,4,8,0,0.0,,,
s__PALSA-986_sp009787585--GB_GCA_009787585.1,1,2,2,0,0.0,,,
s__PCC9605_sp000517105--RS_GCF_000517105.1,22,5,110,16,14.5,615.5,60.0,734.1
s__PGXB01_sp003641425--GB_GCA_003641425.1,1,2,2,0,0.0,,,
s__PGYR01_sp020437395--GB_GCA_020437395.1,1,1,1,0,0.0,,,
s__PIYN01_sp003601775--GB_GCA_003601775.1,2,1,2,0,0.0,,,
s__PNAI01_sp003169835--GB_GCA_003169835.1,6,1,6,0,0.0,,,
s__PNKL01_sp021813725--GB_GCA_021813725.1,3,5,15,0,0.0,,,
s__PNNF01_sp013824085--GB_GCA_013824085.1,5,3,15,2,13.3,16.5,15.0,16.5
s__PSRF01_sp002427845--GB_GCA_002427845.1,3,2,6,0,0.0,,,
s__PUKZ01_sp007130125--GB_GCA_007130125.1,1,1,1,0,0.0,,,
s__PUML01_sp007129255--GB_GCA_007129255.1,1,2,2,0,0.0,,,
s__PUMT01_sp007125955--GB_GCA_007125955.1,2,1,2,0,0.0,,,
s__PUPC01_sp003559755--GB_GCA_003559755.1,3,2,6,0,0.0,,,
s__PUPG01_sp003557385--GB_GCA_003557385.1,3,1,3,0,0.0,,,
s__PUPG01_sp007120675--GB_GCA_007120675.1,1,2,2,0,0.0,,,
s__PUPG01_sp007122505--GB_GCA_007122505.1,2,1,2,0,0.0,,,
s__PWHV01_sp003557905--GB_GCA_003557905.1,1,7,7,0,0.0,,,
s__PWLA01_sp007121555--GB_GCA_007121555.1,3,2,6,0,0.0,,,
s__PWLA01_sp007121775--GB_GCA_007121775.1,3,3,9,0,0.0,,,
s__PWLA01_sp007129525--GB_GCA_007129525.1,2,2,4,0,0.0,,,
s__PWLR01_sp003558435--GB_GCA_003558435.1,3,2,6,0,0.0,,,
s__PWMO01_sp007123465--GB_GCA_007123465.1,1,1,1,0,0.0,,,
s__PWMO01_sp007130025--GB_GCA_007130025.1,5,3,15,0,0.0,,,
s__PWUC01_sp003566675--GB_GCA_003566675.1,1,5,5,0,0.0,,,
s__PWVB01_sp003562365--GB_GCA_003562365.1,3,3,9,0,0.0,,,
s__PWVB01_sp007125545--GB_GCA_007125545.1,5,3,15,0,0.0,,,
s__PWYM01_sp003567475--GB_GCA_003567475.1,9,2,18,0,0.0,,,
s__PWYM01_sp003567855--GB_GCA_003567855.1,1,2,2,0,0.0,,,
s__PWYM01_sp007127715--GB_GCA_007127715.1,5,2,10,0,0.0,,,
s__PXAI01_sp003567135--GB_GCA_003567135.1,2,5,10,0,0.0,,,
s__PXAP01_sp007119075--GB_GCA_007119075.1,1,3,3,0,0.0,,,
s__PXAP01_sp007120695--GB_GCA_007120695.1,1,4,4,0,0.0,,,
s__PXAP01_sp007123885--GB_GCA_007123885.1,1,2,2,0,0.0,,,
s__PXAP01_sp007132715--GB_GCA_007132715.1,1,1,1,0,0.0,,,
s__PXAP01_sp007133565--GB_GCA_007133565.1,1,1,1,0,0.0,,,
s__PXBQ01_sp003566875--GB_GCA_003566875.1,2,7,14,0,0.0,,,
s__PXDC01_sp003558065--GB_GCA_003558065.1,3,1,3,0,0.0,,,
s__PXDC01_sp007130045--GB_GCA_007130045.1,6,1,6,0,0.0,,,
s__PXFI01_sp003564295--GB_GCA_003564295.1,2,1,2,0,0.0,,,
s__PYGY01_sp007129945--GB_GCA_007129945.1,3,1,3,0,0.0,,,
s__Paenactinomyces_guangxiensis--RS_GCF_016055185.1,3,2,6,0,0.0,,,
s__Paenarthrobacter_nicotinovorans--RS_GCF_021919345.1,6,2,12,12,100.0,2633.5,1565.0,2789.3
s__Paenarthrobacter_sp006964045--GB_GCA_019977315.1,4,1,4,4,100.0,2650.5,2649.0,2650.5
s__Paenarthrobacter_sp019038615--RS_GCF_019976975.1,4,3,12,12,100.0,3343.5,907.0,2941.2
s__Paenarthrobacter_sp019977195--RS_GCF_019977195.1,4,2,8,8,100.0,3571.5,2932.0,3571.5
s__Paenarthrobacter_sp024168825--RS_GCF_024168825.1,11,2,22,22,100.0,1662.5,345.0,1662.5
s__Paenarthrobacter_ureafaciens--RS_GCF_004028095.1,4,2,8,4,50.0,248.5,247.0,248.5
s__Paenibacillus_AH_cisolokensis--RS_GCF_018403665.1,3,4,12,0,0.0,,,
s__Paenibacillus_AN_cymbidii--RS_GCF_004764705.1,8,4,32,0,0.0,,,
s__Paenibacillus_A_woosongensis--RS_GCF_009725165.1,8,3,24,10,41.7,332.0,148.0,454.0
s__Paenibacillus_B_profundus--RS_GCF_021369635.1,6,4,24,0,0.0,,,
s__Paenibacillus_E_aceris--RS_GCF_017874035.1,8,4,32,2,6.2,67.5,67.0,67.5
s__Paenibacillus_E_alginolyticus--RS_GCF_000422905.1,4,9,36,0,0.0,,,
s__Paenibacillus_E_chondroitinus--RS_GCF_004000765.1,7,7,49,0,0.0,,,
s__Paenibacillus_E_phytorum--RS_GCF_013141715.1,8,5,40,0,0.0,,,
s__Paenibacillus_E_sp001426375--RS_GCF_001426375.1,5,5,25,7,28.0,98.0,4.0,112.7
s__Paenibacillus_E_sp001428045--RS_GCF_001428045.1,6,3,18,2,11.1,75.5,75.0,75.5
s__Paenibacillus_G_elgii--RS_GCF_004000865.1,7,5,35,0,0.0,,,
s__Paenibacillus_G_mucilaginosus--RS_GCF_000250655.1,12,4,48,48,100.0,2368.0,48.0,2474.4
s__Paenibacillus_G_tyrfis--RS_GCF_000722545.1,8,5,40,2,5.0,80.5,56.0,80.5
s__Paenibacillus_G_validus--RS_GCF_004000985.1,6,6,36,0,0.0,,,
s__Paenibacillus_I_darwinianus--RS_GCF_000598065.1,6,3,18,0,0.0,,,
s__Paenibacillus_J_hunanensis--RS_GCF_014645615.1,10,4,40,6,15.0,177.0,39.0,161.3
s__Paenibacillus_O_humicus--RS_GCF_004000905.1,7,4,28,0,0.0,,,
s__Paenibacillus_O_pasadenensis--RS_GCF_000422485.1,8,6,48,3,6.2,283.0,116.0,227.7
s__Paenibacillus_S_doosanensis--RS_GCF_025060755.1,7,4,28,0,0.0,,,
s__Paenibacillus_T_cellulosilyticus--RS_GCF_003182255.1,10,4,40,0,0.0,,,
s__Paenibacillus_Z_artemisiicola--RS_GCF_017652985.1,11,5,55,0,0.0,,,
s__Paenibacillus_Z_lignilyticus--RS_GCF_017942085.1,13,5,65,1,1.5,458.0,458.0,458.0
s__Paenibacillus_Z_sacheonensis--RS_GCF_009909195.1,7,3,21,0,0.0,,,
s__Paenibacillus_antarcticus--RS_GCF_001637225.1,8,4,32,2,6.2,144.5,144.0,144.5
s__Paenibacillus_barcinonensis--RS_GCF_003217495.1,11,3,33,1,3.0,191.0,191.0,191.0
s__Paenibacillus_brasilensis--RS_GCF_009363115.1,12,3,36,36,100.0,1309.5,170.0,1310.0
s__Paenibacillus_durus_B--RS_GCF_000993825.1,9,3,27,27,100.0,2192.0,107.0,2058.6
s__Paenibacillus_graminis--RS_GCF_000758705.1,7,3,21,21,100.0,2461.0,194.0,2312.6
s__Paenibacillus_ihbetae--RS_GCF_002741055.1,7,3,21,21,100.0,2174.0,140.0,2111.1
s__Paenibacillus_jilunlii--RS_GCF_900102965.1,7,3,21,0,0.0,,,
s__Paenibacillus_kribbensis--RS_GCF_002240415.1,14,3,42,42,100.0,1683.5,115.0,1815.5
s__Paenibacillus_macquariensis--RS_GCF_900156375.1,12,5,60,2,3.3,136.5,136.0,136.5
s__Paenibacillus_maysiensis--RS_GCF_000520815.1,11,4,44,0,0.0,,,
s__Paenibacillus_ottowii--RS_GCF_006874425.1,10,4,40,4,10.0,115.5,114.0,115.5
s__Paenibacillus_polymyxa_C--RS_GCF_000237325.1,12,3,36,36,100.0,1244.5,165.0,1876.3
s__Paenibacillus_polymyxa_D--RS_GCF_022531965.1,12,3,36,36,100.0,1285.5,145.0,1793.8
s__Paenibacillus_riograndensis--RS_GCF_000981585.1,7,3,21,21,100.0,2860.0,252.0,2583.3
s__Paenibacillus_sabinae--RS_GCF_000612505.1,8,3,24,24,100.0,2104.0,113.0,2091.0
s__Paenibacillus_sinensis--RS_GCF_019904155.1,7,3,21,0,0.0,,,
s__Paenibacillus_solani--RS_GCF_001277345.1,10,5,50,12,24.0,204.5,165.0,596.5
s__Paenibacillus_sonchi--RS_GCF_016772475.1,8,5,40,40,100.0,2053.5,165.0,2193.2
s__Paenibacillus_sophorae--RS_GCF_018966525.1,8,4,32,32,100.0,1705.0,91.0,1836.1
s__Paenibacillus_taichungensis--RS_GCF_013359905.1,12,3,36,7,19.4,129.0,39.0,361.3
s__Paenibacillus_tritici--RS_GCF_013204885.1,7,4,28,3,10.7,210.0,209.0,210.0
s__Paenibacillus_uliginis--RS_GCF_900177425.1,7,4,28,28,100.0,2286.0,73.0,2360.6
s__Paenisporosarcina_antarctica--RS_GCF_004367585.1,4,2,8,8,100.0,1317.5,1120.0,1673.5
s__Palaeococcus_sp003663695--GB_GCA_003663695.1,1,6,6,0,0.0,,,
s__Palleronia_marisminoris--RS_GCF_900172315.1,10,1,10,9,90.0,494.0,440.0,513.3
s__Palleronia_sp900609015--RS_GCF_009363795.1,9,1,9,9,100.0,493.0,4.0,563.7
s__Palsa-1032_sp003169735--GB_GCA_003169735.1,2,2,4,0,0.0,,,
s__Palsa-1188_sp003160265--GB_GCA_003160265.1,4,1,4,0,0.0,,,
s__Palsa-1233_sp003169895--GB_GCA_003169895.1,3,1,3,3,100.0,370.0,369.0,370.0
s__Palsa-1248_sp003152485--GB_GCA_003152485.1,3,3,9,3,33.3,49.0,48.0,49.0
s__Palsa-1315_sp003135435--GB_GCA_003135435.1,3,2,6,0,0.0,,,
s__Palsa-1382_sp003167365--GB_GCA_003167365.1,4,1,4,0,0.0,,,
s__Palsa-1392_sp003169975--GB_GCA_003169975.1,5,2,10,0,0.0,,,
s__Palsa-1447_sp003140665--GB_GCA_003140665.1,3,1,3,0,0.0,,,
s__Palsa-147_sp003152355--GB_GCA_003152355.1,2,1,2,0,0.0,,,
s__Palsa-187_sp003170295--GB_GCA_003170295.1,3,1,3,0,0.0,,,
s__Palsa-288_sp003142215--GB_GCA_003142215.1,3,1,3,0,0.0,,,
s__Palsa-288_sp003162875--GB_GCA_003162875.1,5,1,5,0,0.0,,,
s__Palsa-295_sp003131985--GB_GCA_003131985.1,2,1,2,0,0.0,,,
s__Palsa-295_sp003153585--GB_GCA_003153585.1,2,1,2,0,0.0,,,
s__Palsa-295_sp003156635--GB_GCA_003156635.1,2,2,4,0,0.0,,,
s__Palsa-295_sp003166795--GB_GCA_003166795.1,4,1,4,0,0.0,,,
s__Palsa-295_sp003167215--GB_GCA_003167215.1,2,1,2,0,0.0,,,
s__Palsa-343_sp003152415--GB_GCA_003152415.1,2,2,4,0,0.0,,,
s__Palsa-343_sp003166955--GB_GCA_003166955.1,3,1,3,0,0.0,,,
s__Palsa-343_sp003167515--GB_GCA_003167515.1,2,6,12,0,0.0,,,
s__Palsa-465_sp003165655--GB_GCA_003165655.1,4,2,8,0,0.0,,,
s__Palsa-465_sp023330665--RS_GCF_023330665.1,4,2,8,8,100.0,1655.5,1462.0,1655.5
