species_id,has_phytase,has_siderophore,has_both,family,genus,phylum
s__OLB19_sp023898565--GB_GCA_023898565.1,0,0,0,f__UBA918,g__OLB19,p__Patescibacteria
s__JAJYQQ01_sp021794535--GB_GCA_021794535.1,0,0,0,f__JAJYID01,g__JAJYQQ01,p__Patescibacteria
s__Microbacterium_yannicii--RS_GCF_024055635.1,1,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__4484-219_sp002085035--GB_GCA_002085035.1,0,0,0,f__4484-219,g__4484-219,p__JdFR-76
s__Sideroxyarcus_sp013140695--GB_GCA_013140695.1,0,0,0,f__Gallionellaceae,g__Sideroxyarcus,p__Pseudomonadota
s__Terraquivivens_ruidianensis--GB_GCA_023267975.1,1,0,0,f__Wolframiiraptoraceae,g__Terraquivivens,p__Thermoproteota
s__Olegusella_sp002407925--GB_GCA_002407925.1,0,0,0,f__Atopobiaceae,g__Olegusella,p__Actinomycetota
s__Natronococcus_jeotgali--RS_GCF_000337695.1,0,0,0,f__Natrialbaceae,g__Natronococcus,p__Halobacteriota
s__SKNL01_sp007133995--GB_GCA_007133995.1,0,0,0,f__Natronogracilivirgulaceae,g__SKNL01,p__Bacteroidota
s__Paenibacillus_E_sp001426375--RS_GCF_001426375.1,0,0,0,f__NBRC-103111,g__Paenibacillus_E,p__Bacillota
s__13-2-20CM-66-19_sp021843755--GB_GCA_021843755.1,0,0,0,f__Steroidobacteraceae,g__13-2-20CM-66-19,p__Pseudomonadota
s__UBA2279_sp016938135--GB_GCA_016938135.1,0,0,0,f__UBA2279,g__UBA2279,p__Actinomycetota
s__B3-G13_sp003641555--GB_GCA_003641555.1,0,0,0,f__B3-G13,g__B3-G13,p__Thermotogota
s__Pseudomonas_E_arsenicoxydans--RS_GCF_900103875.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__UBA5172_sp002413385--GB_GCA_002413385.1,0,0,0,f__Acidobacteriaceae,g__UBA5172,p__Acidobacteriota
s__Thermoflexus_hugenholtzii--RS_GCF_900187885.1,1,0,0,f__Thermoflexaceae,g__Thermoflexus,p__Chloroflexota
s__Guyparkeria_hydrothermalis--RS_GCF_023555375.1,0,1,0,f__Halothiobacillaceae,g__Guyparkeria,p__Pseudomonadota
s__Sphingomonas_panni--RS_GCF_022664435.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__Paenibacillus_A_woosongensis--RS_GCF_009725165.1,0,0,0,f__Paenibacillaceae,g__Paenibacillus_A,p__Bacillota
s__Geocrenenecus_arthurdayi--GB_GCA_023539395.1,0,0,0,f__Wolframiiraptoraceae,g__Geocrenenecus,p__Thermoproteota
s__Streptomyces_pactum_A--RS_GCF_002005225.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Methylobacterium_sp001422885--RS_GCF_001422885.1,1,0,0,f__Beijerinckiaceae,g__Methylobacterium,p__Pseudomonadota
s__QNES01_sp003645255--GB_GCA_003645255.1,0,0,0,f__Beggiatoaceae,g__QNES01,p__Pseudomonadota
s__Sphingopyxis_sp016734905--RS_GCF_016734905.1,0,0,0,f__Sphingomonadaceae,g__Sphingopyxis,p__Pseudomonadota
s__Sphingomonas_sp000282895--RS_GCF_000282895.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__SKXZ01_sp007128145--GB_GCA_007128145.1,0,0,0,f__Atribacteraceae,g__SKXZ01,p__Atribacterota
s__B6-G13_sp003641785--GB_GCA_003641785.1,0,0,0,f__DSM-5069,g__B6-G13,p__Thermotogota
s__UBA9973_sp001787205--GB_GCA_001787205.1,0,0,0,f__UBA9973,g__UBA9973,p__Patescibacteria
s__Streptomyces_kanamyceticus--RS_GCF_008704495.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Chryseobacterium_sp913778085--GB_GCA_913778085.1,0,0,0,f__Weeksellaceae,g__Chryseobacterium,p__Bacteroidota
s__JAGQXC01_sp020636355--GB_GCA_020636355.1,0,0,0,f__Saprospiraceae,g__JAGQXC01,p__Bacteroidota
s__Glycomyces_artemisiae--RS_GCF_003002955.1,1,0,0,f__Micromonosporaceae,g__Glycomyces,p__Actinomycetota
s__JAEZGP01_sp020027875--GB_GCA_020027875.1,0,0,0,f__Micromonosporaceae,g__JAEZGP01,p__Actinomycetota
s__Sphingomonas_sp001421715--RS_GCF_001421715.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__Levilactobacillus_tujiorum--RS_GCF_012641185.1,0,0,0,f__Lactobacillaceae,g__Levilactobacillus,p__Bacillota
s__Methylophilus_sp002414145--GB_GCA_002414145.1,0,0,0,f__Methylophilaceae,g__Methylophilus,p__Pseudomonadota
s__Bacillus_A_wiedmannii--RS_GCF_001583695.1,1,1,1,f__Bacillaceae_G,g__Bacillus_A,p__Bacillota
s__Dendrosporobacter_quercicolus--RS_GCF_900104455.1,0,0,0,f__Dendrosporobacteraceae,g__Dendrosporobacter,p__Bacillota_C
s__Tatlockia_drozanskii--RS_GCF_001467585.1,0,0,0,f__Legionellaceae,g__Tatlockia,p__Pseudomonadota
s__Streptomyces_xinghaiensis--RS_GCF_000220705.2,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Vibrio_ostreicida--RS_GCF_013074385.2,0,0,0,f__Vibrionaceae,g__Vibrio,p__Pseudomonadota
s__HK02M2_sp024256285--GB_GCA_024256285.1,0,0,0,f__JACAEJ01,g__HK02M2,p__Thermoproteota
s__Bog-38_sp003158275--GB_GCA_003158275.1,0,0,0,f__Bog-38,g__Bog-38,p__Halobacteriota
s__JAJYWO01_sp021791445--GB_GCA_021791445.1,0,0,0,f__UBA9933,g__JAJYWO01,p__Patescibacteria
s__Azospirillum_lipoferum--RS_GCF_024170005.1,0,0,0,f__Azospirillaceae,g__Azospirillum,p__Pseudomonadota
s__Bradyrhizobium_sp000296215--RS_GCF_000296215.2,1,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__JAJYWE01_sp021791675--GB_GCA_021791675.1,1,0,0,f__JAKAOS01,g__JAJYWE01,p__Actinomycetota
s__UBA9959_sp021847485--GB_GCA_021847485.1,1,0,0,f__UBA9959,g__UBA9959,p__Elusimicrobiota
s__Pseudomonas_E_ekonensis--RS_GCF_019145435.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Fen-1258_sp021814855--GB_GCA_021814855.1,0,0,0,f__Melioribacteraceae,g__Fen-1258,p__Bacteroidota
s__TA-20_sp005877305--GB_GCA_005877305.1,0,0,0,f__Nitrosopumilaceae,g__TA-20,p__Thermoproteota
s__UBA2383_sp024234995--GB_GCA_024234995.1,0,0,0,f__Competibacteraceae,g__UBA2383,p__Pseudomonadota
s__Photobacterium_profundum--RS_GCF_003026285.1,0,1,0,f__Vibrionaceae,g__Photobacterium,p__Pseudomonadota
s__Terracidiphilus_sp021781795--GB_GCA_021781795.1,1,0,0,f__Acidobacteriaceae,g__Terracidiphilus,p__Acidobacteriota
s__Geothrix_sp003158505--GB_GCA_003158505.1,1,0,0,f__Holophagaceae,g__Geothrix,p__Acidobacteriota
s__Thauera_aromatica--RS_GCF_003030465.1,0,1,0,f__Rhodocyclaceae,g__Thauera,p__Pseudomonadota
s__Paenibacillus_E_chondroitinus--RS_GCF_004000765.1,0,0,0,f__NBRC-103111,g__Paenibacillus_E,p__Bacillota
s__JAJZOD01_sp021850625--GB_GCA_021850625.1,0,0,0,f__CABMGC01,g__JAJZOD01,p__Micrarchaeota
s__Novosphingobium_meiothermophilum--RS_GCF_003171715.1,0,0,0,f__Sphingomonadaceae,g__Novosphingobium,p__Pseudomonadota
s__Bog-756_sp003133325--GB_GCA_003133325.1,1,0,0,f__RAAP-2,g__Bog-756,p__Actinomycetota
s__Clostridium_B_kluyveri--RS_GCF_000016505.1,0,0,0,f__Clostridiaceae,g__Clostridium_B,p__Bacillota_A
s__Saccharimonas_sp021781475--GB_GCA_021781475.1,0,0,0,f__Saccharimonadaceae,g__Saccharimonas,p__Patescibacteria
s__UBA4664_sp002415345--GB_GCA_002415345.1,0,0,0,f__UBA4664,g__UBA4664,p__Patescibacteria
s__SLDT01_sp007125125--GB_GCA_007125125.1,0,0,0,f__UBA6960,g__SLDT01,p__Gemmatimonadota
s__Oryzomicrobium_terrae--RS_GCF_008274805.1,0,0,0,f__Rhodocyclaceae,g__Oryzomicrobium,p__Pseudomonadota
s__Palsa-295_sp003166795--GB_GCA_003166795.1,1,0,0,f__UBA7541,g__Palsa-295,p__Acidobacteriota
s__JAJZMY01_sp021848125--GB_GCA_021848125.1,0,0,0,f__Micrarchaeaceae,g__JAJZMY01,p__Micrarchaeota
s__Electrothrix_sp022766165--GB_GCA_022766165.1,0,0,0,f__Desulfobulbaceae,g__Electrothrix,p__Desulfobacterota
s__Udaeobacter_sp003221375--GB_GCA_003221375.1,0,0,0,f__UBA10450,g__Udaeobacter,p__Verrucomicrobiota
s__UBA4971_sp002424305--GB_GCA_002424305.1,1,0,0,f__UBA4971,g__UBA4971,p__Bacillota_G
s__Zth2_sp024225035--GB_GCA_024225035.1,0,0,0,f__Victivallaceae,g__Zth2,p__Verrucomicrobiota
s__Arthrobacter_K_terricola--RS_GCF_004354015.1,0,0,0,f__Micrococcaceae,g__Arthrobacter_K,p__Actinomycetota
s__Paraburkholderia_caffeinitolerans--RS_GCF_902859945.1,1,0,0,f__Burkholderiaceae,g__Paraburkholderia,p__Pseudomonadota
s__Nodosilinea_tenuis--RS_GCF_014696675.1,1,0,0,f__Phormidesmiaceae,g__Nodosilinea,p__Cyanobacteriota
s__Rubinisphaera_sp014584345--GB_GCA_014584345.1,0,0,0,f__Planctomycetaceae,g__Rubinisphaera,p__Planctomycetota
s__Nocardioides_deserti--RS_GCF_014266025.1,0,0,0,f__Nocardioidaceae,g__Nocardioides,p__Actinomycetota
s__JAMDCX01_sp021818565--GB_GCA_021818565.1,0,0,0,f__WQYP01,g__JAMDCX01,p__Planctomycetota
s__Janthinobacterium_lividum_E--RS_GCF_011601275.1,0,0,0,f__Burkholderiaceae,g__Janthinobacterium,p__Pseudomonadota
s__Caulobacter_flavus--RS_GCF_003722335.1,1,0,0,f__Caulobacteraceae,g__Caulobacter,p__Pseudomonadota
s__UBA10806_sp003520965--GB_GCA_003520965.1,0,0,0,f__UBA10806,g__UBA10806,p__Zixibacteria
s__Methanobacterium_C_congolense--RS_GCF_900095295.1,0,0,0,f__Methanobacteriaceae,g__Methanobacterium_C,p__Methanobacteriota
s__B14-G1_sp003648675--GB_GCA_003648675.1,0,0,0,f__B14-G1,g__B14-G1,p__Thermosulfidibacterota
s__Bog-473_sp003169235--GB_GCA_003169235.1,0,0,0,f__RAAP-2,g__Bog-473,p__Actinomycetota
s__B15-G2_sp003650815--GB_GCA_003650815.1,0,0,0,f__B15-G2,g__B15-G2,p__Thermoproteota
s__Listeria_immobilis--RS_GCF_014322765.1,0,0,0,f__Listeriaceae,g__Listeria,p__Bacillota
s__UBA5072_sp002415855--GB_GCA_002415855.1,0,0,0,f__UBA10428,g__UBA5072,p__Bacteroidota
s__QMZJ01_sp003663115--GB_GCA_003663115.1,0,0,0,f__QMZM01,g__QMZJ01,p__Altiarchaeota
s__Sulfotelmatobacter_sp003166855--GB_GCA_003166855.1,1,0,0,f__SbA1,g__Sulfotelmatobacter,p__Acidobacteriota
s__Streptomyces_yunnanensis--RS_GCF_016917755.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Amycolatopsis_methanolica--RS_GCF_000739085.1,1,0,0,f__Pseudonocardiaceae,g__Amycolatopsis,p__Actinomycetota
s__Pandoraea_communis--RS_GCF_902459745.1,1,0,0,f__Burkholderiaceae,g__Pandoraea,p__Pseudomonadota
s__Giesbergeria_sp012932145--RS_GCF_012932145.1,0,0,0,f__Burkholderiaceae_B,g__Giesbergeria,p__Pseudomonadota
s__PALSA-986_sp003141855--GB_GCA_003141855.1,0,0,0,f__UBA233,g__PALSA-986,p__Thermoproteota
s__Magnetaquicoccus_sp002753135--GB_GCA_002753135.1,0,0,0,f__Magnetaquicoccaceae,g__Magnetaquicoccus,p__Pseudomonadota
s__Asaia_bogorensis--RS_GCF_001547995.1,1,0,0,f__Acetobacteraceae,g__Asaia,p__Pseudomonadota
s__Palsa-872_sp005880945--GB_GCA_005880945.1,1,0,0,f__Dormibacteraceae,g__Palsa-872,p__Dormibacterota
s__JAKAZV01_sp021826505--GB_GCA_021826505.1,0,0,0,f__SCQP01,g__JAKAZV01,p__Acidobacteriota
s__Mesorhizobium_silamurunense--RS_GCF_014843825.1,1,0,0,f__Rhizobiaceae,g__Mesorhizobium,p__Pseudomonadota
s__Methyloceanibacter_sp002482645--GB_GCA_002482645.1,0,0,0,f__Methyloligellaceae,g__Methyloceanibacter,p__Pseudomonadota
s__Fen-1273_sp003161955--GB_GCA_003161955.1,0,0,0,f__UBA6906,g__Fen-1273,p__Bacteroidota
s__UBA10449_sp001917815--GB_GCA_001917815.1,1,0,0,f__Dormibacteraceae,g__UBA10449,p__Dormibacterota
s__40CM-4-65-16_sp005889135--GB_GCA_005889135.1,0,0,0,f__Dormibacteraceae,g__40CM-4-65-16,p__Dormibacterota
s__UBA927_sp021817785--GB_GCA_021817785.1,0,0,0,f__UBA927,g__UBA927,p__Patescibacteria
s__Streptomyces_thermovulgaris--RS_GCF_002155915.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__UBA6024_sp003537645--GB_GCA_003537645.1,0,0,0,f__Prolixibacteraceae,g__UBA6024,p__Bacteroidota
s__Levilactobacillus_acidifarinae--RS_GCF_001434835.1,0,0,0,f__Lactobacillaceae,g__Levilactobacillus,p__Bacillota
s__Listeria_A_booriae--RS_GCF_000766865.1,0,0,0,f__Listeriaceae,g__Listeria_A,p__Bacillota
s__Lysobacter_capsici--RS_GCF_014779555.2,0,0,0,f__Xanthomonadaceae,g__Lysobacter,p__Pseudomonadota
s__Acidithrix_sp021818355--GB_GCA_021818355.1,1,0,0,f__Acidimicrobiaceae,g__Acidithrix,p__Actinomycetota
s__GWC2-39-10_sp000993275--GB_GCA_000993275.1,0,0,0,f__CPR2,g__GWC2-39-10,p__Patescibacteria
s__Amycolatopsis_azurea--RS_GCF_001995215.1,0,0,0,f__Pseudonocardiaceae,g__Amycolatopsis,p__Actinomycetota
s__JAEYVS01_sp020635255--GB_GCA_020635255.1,0,0,0,f__B-1AR,g__JAEYVS01,p__Bacteroidota
s__Peribacillus_asahii_A--RS_GCF_004006295.1,0,0,0,f__DSM-1321,g__Peribacillus,p__Bacillota
s__Paracoccus_sediminis--RS_GCF_900188295.1,0,0,0,f__Rhodobacteraceae,g__Paracoccus,p__Pseudomonadota
s__Phaeodactylibacter_sp022763345--GB_GCA_022763345.1,1,0,0,f__Saprospiraceae,g__Phaeodactylibacter,p__Bacteroidota
s__Hymenobacter_negativus_A--RS_GCF_016056375.1,0,0,0,f__Hymenobacteraceae,g__Hymenobacter,p__Bacteroidota
s__Burkholderia_ubonensis_B--RS_GCF_001718695.1,0,1,0,f__Burkholderiaceae,g__Burkholderia,p__Pseudomonadota
s__Serratia_A_sp000633355--RS_GCF_000633355.1,1,1,1,f__Enterobacteriaceae,g__Serratia_A,p__Pseudomonadota
s__B111-G9_sp003646865--GB_GCA_019307815.1,0,0,0,f__Desulfatiglandaceae,g__B111-G9,p__Desulfobacterota
s__Scrofimicrobium_sp014069575--RS_GCF_014069575.1,0,0,0,f__Actinomycetaceae,g__Scrofimicrobium,p__Actinomycetota
s__Mancarchaeum_sp021821445--GB_GCA_021821445.1,0,0,0,f__Micrarchaeaceae,g__Mancarchaeum,p__Micrarchaeota
s__Burkholderia_paludis--RS_GCF_000732615.1,0,1,0,f__Burkholderiaceae,g__Burkholderia,p__Pseudomonadota
s__Natronoplasma_sp018334835--GB_GCA_018334835.1,0,0,0,f__PWKY01,g__Natronoplasma,p__Thermoplasmatota
s__Desulfurivibrio_sp003557565--GB_GCA_003557565.1,0,0,0,f__Desulfurivibrionaceae,g__Desulfurivibrio,p__Desulfobacterota
s__JAFGQE01_sp016929655--GB_GCA_016929655.1,0,0,0,f__DUPQ01,g__JAFGQE01,p__Bacillota_A
s__Telluria_sp021044825--RS_GCF_021044825.1,0,0,0,f__Burkholderiaceae,g__Telluria,p__Pseudomonadota
s__Wenzhouxiangella_sp007134485--GB_GCA_007134485.1,0,0,0,f__Wenzhouxiangellaceae,g__Wenzhouxiangella,p__Pseudomonadota
s__Microbacterium_sp004794515--RS_GCF_004794515.1,0,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__Pseudomonas_E_paraglycinae--RS_GCF_021601625.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Streptomyces_sp900290235--RS_GCF_900290235.1,1,1,1,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__SKLM01_sp007123205--GB_GCA_007123205.1,0,0,0,f__B4-G1,g__SKLM01,p__Chloroflexota
s__B4-G1_sp003648025--GB_GCA_011192155.1,0,0,0,f__B4-G1,g__B4-G1,p__Chloroflexota
s__Acidovorax_A_avenae--RS_GCF_000176855.2,1,1,1,f__Burkholderiaceae_B,g__Acidovorax_A,p__Pseudomonadota
s__B3-G16_sp003649665--GB_GCA_003649665.1,0,0,0,f__B3-G16,g__B3-G16,p__Thermoproteota
s__Myxococcus_xanthus--RS_GCF_900106535.1,1,1,1,f__Myxococcaceae,g__Myxococcus,p__Myxococcota
s__Photorhabdus_australis--RS_GCF_000711895.1,0,1,0,f__Enterobacteriaceae,g__Photorhabdus,p__Pseudomonadota
s__Leifsonia_A_flava--RS_GCF_004570845.1,0,0,0,f__Microbacteriaceae,g__Leifsonia_A,p__Actinomycetota
s__Lysinibacillus_fusiformis_D--RS_GCF_002845985.1,0,0,0,f__Planococcaceae,g__Lysinibacillus,p__Bacillota
s__Stenotrophomonas_nitritireducens_A--RS_GCF_001700965.1,1,0,0,f__Xanthomonadaceae,g__Stenotrophomonas,p__Pseudomonadota
s__Glutamicibacter_nicotianae--RS_GCF_006539525.1,0,0,0,f__Micrococcaceae,g__Glutamicibacter,p__Actinomycetota
s__U87765_sp018131225--RS_GCF_018131225.1,0,0,0,f__Xanthobacteraceae,g__U87765,p__Pseudomonadota
s__Viridibacillus_arvi--RS_GCF_001274945.1,0,1,0,f__Planococcaceae,g__Viridibacillus,p__Bacillota
s__Duberdicusella_sinuisediminis--GB_GCA_003644445.1,0,0,0,f__Duberdicusellaceae,g__Duberdicusella,p__Omnitrophota
s__Rhodobaculum_sp003550665--GB_GCA_003550665.1,1,0,0,f__Rhodobacteraceae,g__Rhodobaculum,p__Pseudomonadota
s__Pararhodobacter_sp007131945--GB_GCA_007131945.1,1,0,0,f__Rhodobacteraceae,g__Pararhodobacter,p__Pseudomonadota
s__SZUA-442_sp003235475--GB_GCA_003235475.1,0,0,0,f__UBA5794,g__SZUA-442,p__Actinomycetota
s__JACZSB01_sp022564085--GB_GCA_022564085.1,0,0,0,f__TS1B11,g__JACZSB01,p__Marinisomatota
s__Streptomyces_anulatus_C--RS_GCF_000721175.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__JAFKJW01_sp023953845--GB_GCA_023953845.1,0,0,0,f__Rhizobiaceae,g__JAFKJW01,p__Pseudomonadota
s__Streptomyces_lasiicapitis--RS_GCF_014646335.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Bog-209_sp003139995--GB_GCA_003139995.1,0,0,0,f__SbA1,g__Bog-209,p__Acidobacteriota
s__JAKAQB01_sp021809885--GB_GCA_021809885.1,0,0,0,f__Palsa-688,g__JAKAQB01,p__Actinomycetota
s__JAJZKE01_sp021809645--GB_GCA_021809645.1,0,0,0,f__UBA4665,g__JAJZKE01,p__Patescibacteria
s__Salegentibacter_maritimus--RS_GCF_016236915.1,0,1,0,f__Flavobacteriaceae,g__Salegentibacter,p__Bacteroidota
s__Pseudomonas_E_farris--RS_GCF_019145235.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Bog-756_sp021801235--GB_GCA_021801235.1,0,0,0,f__RAAP-2,g__Bog-756,p__Actinomycetota
s__UBA460_sp002505645--GB_GCA_019057375.1,0,0,0,f__UBA460,g__UBA460,p__Asgardarchaeota
s__AG41_sp003222035--GB_GCA_003222035.1,0,0,0,f__GWC2-71-9,g__AG41,p__Gemmatimonadota
s__SYSU-D60014_sp003576685--GB_GCA_003576685.1,0,0,0,f__Dongiaceae,g__SYSU-D60014,p__Pseudomonadota
s__Thermosipho_A_sp017656335--GB_GCA_017656335.1,0,0,0,f__Fervidobacteriaceae,g__Thermosipho_A,p__Thermotogota
s__Dietzia_psychralcaliphila--RS_GCF_003096095.1,0,0,0,f__Mycobacteriaceae,g__Dietzia,p__Actinomycetota
s__UBA2632_sp012840785--GB_GCA_012840785.1,0,0,0,f__Dysgonomonadaceae,g__UBA2632,p__Bacteroidota
s__Bacillus_A_cereus_U--RS_GCF_018742245.1,0,1,0,f__Bacillaceae_G,g__Bacillus_A,p__Bacillota
s__Nocardia_rosealba--RS_GCF_020216065.1,1,0,0,f__Mycobacteriaceae,g__Nocardia,p__Actinomycetota
s__Streptomyces_griseoincarnatus--GB_GCA_014649575.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Gordonia_hankookensis--RS_GCF_014673215.1,0,0,0,f__Mycobacteriaceae,g__Gordonia,p__Actinomycetota
s__Bog-375_sp003142185--GB_GCA_003142185.1,1,0,0,f__Bryobacteraceae,g__Bog-375,p__Acidobacteriota
s__Alkalilimnicola_mobilis--RS_GCF_003664325.1,0,0,0,f__Halorhodospiraceae,g__Alkalilimnicola,p__Pseudomonadota
s__Sphingomicrobium_ginsengisoli--RS_GCF_009363895.1,0,0,0,f__Sphingomonadaceae,g__Sphingomicrobium,p__Pseudomonadota
s__Jiangella_alkaliphila--RS_GCF_900105925.1,1,1,1,f__Jiangellaceae,g__Jiangella,p__Actinomycetota
s__Spirosoma_sp021233055--RS_GCF_021233055.1,1,0,0,f__Spirosomaceae,g__Spirosoma,p__Bacteroidota
s__Rheinheimera_sp018831085--RS_GCF_018831085.1,0,0,0,f__Alteromonadaceae,g__Rheinheimera,p__Pseudomonadota
s__Anseongella_ginsenosidimutans--RS_GCF_008033235.1,0,0,0,f__Sphingobacteriaceae,g__Anseongella,p__Bacteroidota
s__Streptomyces_dengpaensis--RS_GCF_002946835.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__20CM-4-69-16_sp001919865--GB_GCA_001919865.1,1,0,0,f__GWC2-71-9,g__20CM-4-69-16,p__Gemmatimonadota
s__Paracoccus_halophilus--RS_GCF_000763905.1,0,0,0,f__Rhodobacteraceae,g__Paracoccus,p__Pseudomonadota
s__Microbispora_rosea--RS_GCF_900156315.1,0,0,0,f__Streptosporangiaceae,g__Microbispora,p__Actinomycetota
s__PUPG01_sp007122505--GB_GCA_007122505.1,0,0,0,f__UBA7960,g__PUPG01,p__Bacteroidota
s__Rhodococcus_sp004795915--RS_GCF_004795915.1,0,0,0,f__Mycobacteriaceae,g__Rhodococcus,p__Actinomycetota
s__Clavibacter_nebraskensis--RS_GCF_000355695.1,0,1,0,f__Microbacteriaceae,g__Clavibacter,p__Actinomycetota
s__WYZ-LMO11_sp004348015--GB_GCA_004348015.1,0,0,0,f__Methanomethylicaceae,g__WYZ-LMO11,p__Thermoproteota
s__JAANAU01_sp015232825--GB_GCA_015232825.1,0,0,0,f__Magnetaquicoccaceae,g__JAANAU01,p__Pseudomonadota
s__B-DKE_sp021793945--GB_GCA_021793945.1,1,0,0,f__Thermoplasmataceae,g__B-DKE,p__Thermoplasmatota
s__Leptospira_adleri--RS_GCF_002811985.1,0,0,0,f__Leptospiraceae,g__Leptospira,p__Spirochaetota
s__Hyphomonas_pacifica--RS_GCF_000682675.1,0,0,0,f__Hyphomonadaceae,g__Hyphomonas,p__Pseudomonadota
s__JAMCQZ01_sp023380305--GB_GCA_023380305.1,0,0,0,f__Colwellbacteraceae,g__JAMCQZ01,p__Patescibacteria
s__Hymenobacter_jejuensis--RS_GCF_006337165.1,1,0,0,f__Hymenobacteraceae,g__Hymenobacter,p__Bacteroidota
s__Perlabentimonas_sp002410065--GB_GCA_002410065.1,0,0,0,f__Tenuifilaceae,g__Perlabentimonas,p__Bacteroidota
s__Nitrospira_F_sp015904075--GB_GCA_015904075.1,0,0,0,f__Nitrospiraceae,g__Nitrospira_F,p__Nitrospirota
s__Sulfotelmatobacter_sp003134995--GB_GCA_003134995.1,1,0,0,f__SbA1,g__Sulfotelmatobacter,p__Acidobacteriota
s__Streptomyces_xanthophaeus--RS_GCF_000725805.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Peribacillus_simplex_A--RS_GCF_001578185.1,0,1,0,f__DSM-1321,g__Peribacillus,p__Bacillota
s__JAMDDE01_sp023489235--GB_GCA_023489235.1,0,0,0,f__JAMDDE01,g__JAMDDE01,p__Actinomycetota
s__Palsa-875_sp003244045--GB_GCA_003244045.1,0,0,0,f__UBA8260,g__Palsa-875,p__Dormibacterota
s__Pseudomonas_E_fluorescens_S--RS_GCF_000281895.1,0,1,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__B67-G16_sp003650675--GB_GCA_003650675.1,0,0,0,f__B20-G17,g__B67-G16,p__Thermoproteota
s__Draconibacterium_orientale--RS_GCF_000626635.1,0,0,0,f__Prolixibacteraceae,g__Draconibacterium,p__Bacteroidota
s__JABFXA01_sp013361955--GB_GCA_013361955.1,1,0,0,f__Nocardioidaceae,g__JABFXA01,p__Actinomycetota
s__Pseudoduganella_sp001191005--RS_GCF_001191005.1,0,0,0,f__Burkholderiaceae,g__Pseudoduganella,p__Pseudomonadota
s__Bacillus_vallismortis--RS_GCF_004116955.1,1,0,0,f__Bacillaceae,g__Bacillus,p__Bacillota
s__JAMWBQ01_sp023819315--GB_GCA_023819315.1,0,0,0,f__4484-171,g__JAMWBQ01,p__Omnitrophota
s__GCA-2702655_sp019636345--GB_GCA_019636345.1,0,0,0,f__Lacipirellulaceae,g__GCA-2702655,p__Planctomycetota
s__UBA10133_sp003531665--GB_GCA_003531665.1,1,0,0,f__MFAQ01,g__UBA10133,p__Patescibacteria
s__Paenibacillus_G_validus--RS_GCF_004000985.1,0,0,0,f__NBRC-103111,g__Paenibacillus_G,p__Bacillota
s__Paenactinomyces_guangxiensis--RS_GCF_016055185.1,0,0,0,f__Thermoactinomycetaceae,g__Paenactinomyces,p__Bacillota
s__3-1-20CM-2-70-9_sp005883775--GB_GCA_005883775.1,0,0,0,f__P2-11E,g__3-1-20CM-2-70-9,p__Chloroflexota
s__Methylobacterium_aminovorans--RS_GCF_022179725.1,1,0,0,f__Beijerinckiaceae,g__Methylobacterium,p__Pseudomonadota
s__Frankia_alni--RS_GCF_000058485.1,0,1,0,f__Frankiaceae,g__Frankia,p__Actinomycetota
s__Pedococcus_sp001429605--RS_GCF_001429605.1,0,0,0,f__Dermatophilaceae,g__Pedococcus,p__Actinomycetota
s__Paenibacillus_E_alginolyticus--RS_GCF_000422905.1,1,0,0,f__NBRC-103111,g__Paenibacillus_E,p__Bacillota
s__Actinosynnema_auranticum--RS_GCF_002354875.1,0,1,0,f__Pseudonocardiaceae,g__Actinosynnema,p__Actinomycetota
s__WMHbin3_sp002753185--GB_GCA_002753185.1,1,0,0,f__Magnetaquicoccaceae,g__WMHbin3,p__Pseudomonadota
